YB1950,Sample,Aulacoseira italica,Cyclotella cf. elgeri,Cyclotella michiganiana,Cyclotella bodanica var. lemanica,Fragilaria capucina vaucheriae,Fragilaria crotonensis,Fragilaria parasitica,Psuedostaurosira brevistriata,Staurosira construens construens,Staurosirella leptostauron,Staurosirella pinnata,Synedra ulna ulna,Tabellaria flocculosa,Acnanthidium minutissimum,Cocconeis placentula v. lineata,Aneumastus tuscula,Anomoeoneis costata,Anomoeoneis sphaerophora ,Anomoeoneis sphaerophora f. sculpta,Brachysira vitrea,Caloneis molaris,Caloneis pulchra,Caloneis silicula,Caloneis thermalis,Caloneis undulata,Craticula cuspidata v. ambigua,Craticula cuspidata v. cuspidata,Craticula halophila,Diploneis oblongella,Diploneis cf. parma,Hippodonta capitata v. capitata,Hippodonta capitata v. hungarica,Luticola mutica,Luticola nivalis,Mastogloia grevillei,Mastogloia smithii v. lacustris,Navicula abiskoensis,Navicula cryptocephala,Navicula digitoradiata,Navicula diluviana,Navicula gysingensis? (festiva?),Navicula lanceolata v. lanceolata,Navicula cf. oblonga (microstauron),Navicula nivalis,Navicula menisculus v. menisculus,Navicula veneta,Neidium ampliatum,Pinnularia appendiculata,Pinnularia borealis v. rectangularis,Pinnularia brebissoni ,Pinnularia divergentissima,Pinnularia streptoraphe v. minor,Sellaphora bacillum,Sellaphora laevissima,Sellaphora pupula v. rectangularis,Stauroneis phonecitron v. gracillis,Amphora coffeiformis,Amphora libyca,Amphora pediculus,Amphora subcapitata,Amphora veneta,Cymbella affinis,Cymbella cistula,Cymbella cymbiformis,Cymbella delicatula,Cymbella ehrenbergii,Cymbella cf. hybrida,Cymbella leptoceros,Cymbella mexicana,Cymbella proxima,Cymbella subaequalis,Encyonema evergladianum,Encyonema mesiana,Encyonema minuta,Encyonema muellerii,Encyonema norwegica,Encyonema silesiaca,Encyonopsis angustata (lanceolate),Encyonopsis angustata (descripta),Encyonopsis cesatii,Encyonopsis falaisensis,Encyonopsis microcephala,Gomphonema angustum,Gomphonema clavatum,Gomphonema minutum,Gomphonema parvulum v. parvulum,Gomphonema subtile,Navicella pusilla,Entomoeoneis elata,Hantzschia amphioxys,Nitzschia alpina,Nitzschia amphibia f. amphibia,Nitzschia fonticola,Nitzschia frustulum v. bulnheimiana,Nitzschia gisela,Nitzschia palea,Nitzschia perminuta,Nitzschia subacicularis,Nitzschia vitrea,Epithemia adnata,Epithemia argus,Epithemia sorex,Epithemia turgida,Epithemia turgida v. granulata,Denticula kuetzingii,Rhopalodia gibba,Surrirellales,Surirella brebissoni,Surirella linearis constricta
-1046,Foy-203,0,0,0,0.966360856,0,0,0,0,0,0,0,0,0,0,0.003058104,0,0,0,0,0,0,0,0,0,0,0,0,0.01529052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003058104,0,0,0,0,0,0,0,0,0,0.012232416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1052,Foy-204,0,0,0,0.979228487,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011869436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1059,Foy-205,0,0,0,0.991017964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002994012,0,0,0,0,0,0.002994012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002994012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1065,Foy-206,0,0,0,0.99025974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003246753,0,0,0.003246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1070,Foy-207,0,0,0,0.929347826,0,0,0,0,0,0,0,0,0,0,0.002717391,0,0.002717391,0,0,0,0,0,0,0,0,0,0,0.008152174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002717391,0,0,0,0.027173913,0,0,0,0,0,0,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1073,Foy-208,0,0,0,0.987179487,0,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1078,Foy-209,0,0,0,0.928571429,0,0,0,0,0,0,0,0,0,0,0.005952381,0,0,0,0,0,0,0,0,0,0,0,0,0.026785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619,0,0,0.00297619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005952381,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619,0,0,0,0,0,0,0,0
-1085,Foy-210,0,0,0,0.962059621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008130081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710027,0,0,0,0,0,0.008130081,0,0,0,0,0,0,0.002710027,0,0,0.013550136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1091,Foy-211,0,0,0,0.984126984,0,0,0,0,0,0,0,0,0,0,0,0,0.003174603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006349206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003174603,0,0,0,0,0,0,0.003174603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1097,Foy-212,0,0,0,0.980645161,0,0,0,0,0,0,0,0,0,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009677419,0,0,0,0,0,0,0,0,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1103,Foy-213,0,0,0,0.971962617,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012461059,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0
-1109,Foy-214,0,0,0,0.980830671,0,0,0,0,0,0,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012779553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1115,Foy-215,0,0,0,0.993589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1121,Foy-216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1127,Foy-217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1135,Foy-218,0,0,0,0.993442623,0,0,0,0,0,0,0,0,0,0,0,0,0.003278689,0,0,0,0.003278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1142,Foy-219,0,0,0,0.981481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617284,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1148,Foy-220,0,0,0,0.993610224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1155,Foy-221,0,0,0,0.981538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006153846,0,0,0,0,0,0,0,0,0,0.006153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1163,Foy-222,0,0,0,0.975903614,0,0,0,0,0,0,0,0,0,0,0,0,0.003012048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009036145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012048193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1168,Foy-223,0,0,0,0.996884735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1173,Foy-224,0,0,0,0.99689441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1177,Foy-225,0,0,0,0.996688742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003311258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1182,Foy-226,0,0,0,0.982089552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005970149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002985075,0,0,0,0,0,0,0,0,0.005970149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002985075,0,0,0
-1189,Foy-227,0,0,0,0.972307692,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012307692,0,0.003076923,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1198,Foy-228,0,0,0,0.952112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0.005633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01971831,0,0.002816901,0,0,0,0,0,0,0,0.008450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1206,Foy-229,0,0,0,0.978851964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01510574,0,0,0,0,0,0,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1213,Foy-230,0,0,0,0.975138122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002762431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008287293,0,0,0,0,0,0,0.002762431,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1220,Foy-231,0,0,0,0.950276243,0,0,0,0,0,0,0,0,0,0,0,0,0.002762431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002762431,0,0,0,0,0,0,0,0,0,0,0,0.002762431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013812155,0,0,0,0,0,0,0.002762431,0,0,0.024861878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1227,Foy-232,0,0,0,0.996845426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003154574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1233,Foy-233,0,0,0,0.984615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009230769,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1240,Foy-234,0,0,0,0.983146067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014044944,0,0,0,0,0,0,0,0,0,0.002808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1246,Foy-235,0,0,0,0.94214876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005509642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005509642,0,0,0,0,0,0.038567493,0,0,0,0,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1251,Foy-236,0,0,0,0.940054496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008174387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002724796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027247956,0,0,0,0,0,0,0,0,0,0.021798365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1256,Foy-237,0,0,0,0.948648649,0,0,0,0,0,0,0,0,0,0,0,0,0.002702703,0.002702703,0,0,0,0,0,0,0,0,0,0.002702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002702703,0,0,0,0,0,0.002702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002702703,0.024324324,0,0,0,0,0,0,0.002702703,0,0,0.008108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1261,Foy-238,0,0,0,0.845070423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007042254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021126761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11971831,0,0,0,0,0.007042254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1265,Foy-239,0,0,0,0.993548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003225806,0,0,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1269,Foy-240,0,0,0,0.976539589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002932551,0.008797654,0,0,0,0,0,0.011730205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1274,Foy-241,0,0,0,0.994269341,0,0,0,0,0,0,0,0,0,0,0,0,0.00286533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1279,Foy-242,0,0,0,0.996960486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003039514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1284,Foy-243,0,0,0,0.99695122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1289,Foy-244,0,0,0,0.930635838,0.002890173,0,0,0,0,0,0,0,0,0,0.00867052,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005780347,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0.020231214,0,0,0,0,0.002890173,0,0.002890173,0,0,0.00867052,0,0,0,0,0,0,0,0,0,0,0,0.005780347,0,0,0,0,0,0,0,0,0
-1295,Foy-245,0,0,0,0.853211009,0,0,0,0,0,0,0,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0,0,0,0.036697248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0,0,0,0,0,0,0.009174312,0,0,0,0,0,0,0.04587156,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1302,Foy-246,0,0,0,0.934065934,0,0,0,0,0,0,0,0,0,0,0,0,0.032967033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0.010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1308,Foy-247,0,0,0,0.923076923,0,0,0,0,0,0,0,0,0,0,0,0,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1314,Foy-248,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0.259259259,0,0,0,0,0,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074074074,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1331,Foy-251,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1338,Foy-252,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1347,Foy-253,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1356,Foy-254,0,0,0,0.054054054,0,0,0,0,0,0,0,0,0,0,0,0,0.594594595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135135135,0,0,0,0,0,0,0.108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1365,Foy-255,0,0,0,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0.336363636,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0,0.018181818,0,0,0.036363636,0,0,0,0,0,0,0,0.181818182,0,0,0,0.018181818,0,0.190909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
