YB1950,Sample,Aulacoseira italica,Cyclotella cf. elgeri,Cyclotella michiganiana,Cyclotella bodanica var. lemanica,Fragilaria capucina vaucheriae,Fragilaria crotonensis,Fragilaria parasitica,Psuedostaurosira brevistriata,Staurosira construens construens,Staurosirella leptostauron,Staurosirella pinnata,Synedra ulna ulna,Tabellaria flocculosa,Acnanthidium minutissimum,Cocconeis placentula v. lineata,Aneumastus tuscula,Anomoeoneis costata,Anomoeoneis sphaerophora ,Anomoeoneis sphaerophora f. sculpta,Brachysira vitrea,Caloneis molaris,Caloneis pulchra,Caloneis silicula,Caloneis thermalis,Caloneis undulata,Craticula cuspidata v. ambigua,Craticula cuspidata v. cuspidata,Craticula halophila,Diploneis oblongella,Diploneis cf. parma,Hippodonta capitata v. capitata,Hippodonta capitata v. hungarica,Luticola mutica,Luticola nivalis,Mastogloia grevillei,Mastogloia smithii v. lacustris,Navicula abiskoensis,Navicula cryptocephala,Navicula digitoradiata,Navicula diluviana,Navicula gysingensis? (festiva?),Navicula lanceolata v. lanceolata,Navicula cf. oblonga (microstauron),Navicula nivalis,Navicula menisculus v. menisculus,Navicula veneta,Neidium ampliatum,Pinnularia appendiculata,Pinnularia borealis v. rectangularis,Pinnularia brebissoni ,Pinnularia divergentissima,Pinnularia streptoraphe v. minor,Sellaphora bacillum,Sellaphora laevissima,Sellaphora pupula v. rectangularis,Stauroneis phonecitron v. gracillis,Amphora coffeiformis,Amphora libyca,Amphora pediculus,Amphora subcapitata,Amphora veneta,Cymbella affinis,Cymbella cistula,Cymbella cymbiformis,Cymbella delicatula,Cymbella ehrenbergii,Cymbella cf. hybrida,Cymbella leptoceros,Cymbella mexicana,Cymbella proxima,Cymbella subaequalis,Encyonema evergladianum,Encyonema mesiana,Encyonema minuta,Encyonema muellerii,Encyonema norwegica,Encyonema silesiaca,Encyonopsis angustata (lanceolate),Encyonopsis angustata (descripta),Encyonopsis cesatii,Encyonopsis falaisensis,Encyonopsis microcephala,Gomphonema angustum,Gomphonema clavatum,Gomphonema minutum,Gomphonema parvulum v. parvulum,Gomphonema subtile,Navicella pusilla,Entomoeoneis elata,Hantzschia amphioxys,Nitzschia alpina,Nitzschia amphibia f. amphibia,Nitzschia fonticola,Nitzschia frustulum v. bulnheimiana,Nitzschia gisela,Nitzschia palea,Nitzschia perminuta,Nitzschia subacicularis,Nitzschia vitrea,Epithemia adnata,Epithemia argus,Epithemia sorex,Epithemia turgida,Epithemia turgida v. granulata,Denticula kuetzingii,Rhopalodia gibba,Surrirellales,Surirella brebissoni,Surirella linearis constricta
-731,Foy-153,0,0,0,0.889534884,0,0,0,0,0,0,0,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0.00872093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011627907,0,0,0,0,0,0.049418605,0,0,0,0,0,0,0.014534884,0,0,0.01744186,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-736,Foy-154,0,0,0,0.908011869,0,0,0,0,0,0,0,0,0,0,0.014836795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0.002967359,0.044510386,0,0,0,0,0,0,0.002967359,0,0,0.017804154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0
-742,Foy-155,0,0,0,0.951951952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0,0,0.003003003,0.003003003,0,0,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0,0.006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021021021,0,0,0,0,0,0,0.009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-748,Foy-156,0,0,0,0.951515152,0,0,0,0,0,0,0,0,0,0,0.003030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036363636,0,0,0,0,0,0,0,0,0,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-754,Foy-157,0,0,0,0.962025316,0,0,0,0,0,0,0,0,0,0,0,0,0.006329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006329114,0,0,0,0,0,0,0.003164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018987342,0,0,0,0,0,0,0,0,0,0.003164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-762,Foy-158,0,0,0,0.91641791,0,0,0,0,0,0,0,0,0,0,0.002985075,0,0.002985075,0,0,0,0,0.005970149,0,0,0,0,0,0.002985075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002985075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005970149,0,0.002985075,0,0,0,0.03880597,0,0,0,0,0,0,0,0,0,0.017910448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-769,Foy-159,0,0,0,0.863636364,0,0,0,0,0,0,0,0,0,0,0.00802139,0,0.002673797,0,0.002673797,0,0,0,0,0,0,0.002673797,0,0.013368984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002673797,0,0,0,0.005347594,0,0,0,0,0,0,0,0,0,0.002673797,0,0,0,0,0,0,0,0,0,0,0,0.005347594,0,0,0,0,0,0.037433155,0,0,0,0,0,0,0,0,0,0.050802139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002673797,0,0,0
-773,Foy-160,0,0,0,0.955835962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003154574,0,0,0.003154574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034700315,0,0,0,0,0,0,0,0,0,0.003154574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-778,Foy-161,0,0,0,0.921348315,0,0,0,0,0,0,0,0,0,0,0.002808989,0,0,0,0,0,0,0,0,0,0,0,0,0.002808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005617978,0,0,0,0,0,0,0.008426966,0,0,0,0,0,0,0,0,0,0.002808989,0,0,0,0.005617978,0,0,0,0,0,0,0,0.002808989,0,0,0,0,0,0.028089888,0,0,0,0,0,0,0,0,0,0.016853933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002808989,0,0,0
-783,Foy-162,0,0,0,0.948571429,0,0,0,0,0,0,0,0,0,0,0.011428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0.022857143,0,0,0,0,0,0,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0
-789,Foy-163,0,0,0,0.970501475,0,0,0,0,0,0,0,0,0,0,0.002949853,0,0,0,0,0,0,0,0,0,0,0,0,0.002949853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002949853,0,0,0,0,0,0,0,0,0,0.002949853,0,0,0,0.002949853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008849558,0,0,0,0,0,0,0,0,0,0.005899705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-796,Foy-164,0,0,0,0.955431755,0,0,0,0,0,0,0,0,0,0.002785515,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002785515,0,0,0,0,0,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027855153,0,0,0,0,0,0,0,0,0,0.005571031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-803,Foy-165,0,0,0,0.982857143,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-810,Foy-166,0,0,0,0.979166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005952381,0,0,0,0,0,0,0.005952381,0,0,0.005952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-817,Foy-167,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027692308,0,0,0,0,0,0,0,0,0,0.006153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-825,Foy-168,0,0,0,0.938235294,0,0,0,0,0,0,0,0,0,0,0.005882353,0,0,0.005882353,0,0,0,0,0,0,0,0,0,0.005882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002941176,0,0,0,0,0,0.002941176,0,0,0,0,0,0,0,0,0,0.002941176,0,0,0,0.011764706,0,0,0,0,0,0,0,0,0,0.023529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-833,Foy-169,0,0,0,0.973837209,0,0,0,0,0,0,0,0,0,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005813953,0,0,0,0,0,0,0.005813953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0,0.002906977,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-841,Foy-170,0,0,0,0.975077882,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-847,Foy-171,0,0,0,0.979289941,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0.00591716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0.00591716,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-852,Foy-172,0,0,0,0.994186047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005813953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-857,Foy-173,0,0,0,0.984615385,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003076923,0,0,0,0,0.003076923,0.006153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-863,Foy-174,0,0,0,0.99382716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-869,Foy-175,0,0,0,0.991150442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002949853,0,0,0,0,0,0,0,0,0,0.005899705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-877,Foy-176,0,0,0,0.994871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-885,Foy-177,0,0,0,0.996677741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003322259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-893,Foy-178,0,0,0,0.993442623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003278689,0,0,0,0,0,0.003278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-901,Foy-179,0,0,0,0.990291262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006472492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003236246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-907,Foy-180,0,0,0,0.987138264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0,0.003215434,0,0,0,0.003215434,0,0.003215434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-913,Foy-181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-921,Foy-182,0,0,0,0.993957704,0,0,0,0,0,0,0,0,0,0,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-927,Foy-183,0,0,0,0.984496124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002583979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002583979,0,0,0,0.005167959,0,0,0,0,0,0,0.002583979,0,0,0,0,0,0,0.002583979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-933,Foy-184,0,0,0,0.984520124,0,0,0,0,0,0,0,0,0,0,0,0,0.003095975,0,0,0,0,0,0,0,0,0,0,0.003095975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009287926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-940,Foy-185,0,0,0,0.964497041,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020710059,0,0,0,0,0,0,0,0,0,0.00887574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-947,Foy-186,0,0,0,0.960486322,0,0,0,0,0,0,0,0,0,0,0.006079027,0,0.003039514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003039514,0,0,0,0,0,0,0,0,0,0,0,0.006079027,0,0,0,0.018237082,0,0,0,0,0,0,0.003039514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-956,Foy-187,0,0,0,0.988439306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0.005780347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-964,Foy-188,0,0,0,0.981873112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012084592,0,0,0,0,0,0,0,0,0,0.003021148,0,0,0,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-970,Foy-189,0,0,0,0.955489614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0.008902077,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0.026706231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-976,Foy-190,0,0,0,0.947521866,0,0,0,0,0,0,0,0,0,0,0.005830904,0,0,0,0,0,0,0,0,0,0,0,0,0.005830904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002915452,0,0,0.002915452,0,0,0,0,0,0.005830904,0,0,0,0,0,0,0.005830904,0,0,0.005830904,0,0,0,0.014577259,0,0,0,0,0,0,0,0,0,0.002915452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-981,Foy-191,0,0,0,0.974504249,0,0,0,0,0,0,0,0,0,0,0.002832861,0,0.002832861,0,0,0,0,0,0,0,0,0,0,0.002832861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002832861,0,0,0,0,0,0,0,0,0,0,0,0.002832861,0,0,0,0.008498584,0,0,0,0,0,0,0,0,0,0.002832861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-988,Foy-192,0,0,0,0.987915408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009063444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-995,Foy-193,0,0,0,0.889518414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014164306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008498584,0,0,0,0,0.005665722,0,0,0,0,0,0,0,0,0.005665722,0,0,0,0,0,0,0,0,0,0.005665722,0,0,0.002832861,0.045325779,0,0,0,0,0,0,0,0,0,0.02266289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1001,Foy-194,0,0,0,0.945288754,0,0,0,0,0,0,0,0,0,0,0.003039514,0,0,0,0,0,0,0,0,0,0,0,0,0.009118541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003039514,0,0,0,0,0,0,0.003039514,0,0.009118541,0,0,0,0,0,0,0,0,0,0,0,0,0.006079027,0.012158055,0,0,0,0,0,0,0,0,0,0.006079027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003039514,0,0,0
-1005,Foy-195,0,0,0,0.942363112,0,0,0,0,0,0,0,0,0,0,0.002881844,0,0,0.005763689,0,0,0,0,0,0,0,0,0,0.002881844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002881844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002881844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023054755,0,0,0,0,0,0,0,0,0,0.017291066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1008,Foy-196,0,0,0,0.925149701,0,0,0,0,0,0,0,0,0,0.002994012,0.002994012,0,0.002994012,0.005988024,0,0,0,0,0,0,0,0,0,0.005988024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0,0.002994012,0,0,0,0.032934132,0,0,0,0,0,0,0,0,0,0.011976048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1013,Foy-197,0,0,0,0.918994413,0,0,0,0,0,0,0,0,0,0,0,0,0.008379888,0,0,0,0,0,0,0,0,0,0,0.008379888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0.002793296,0,0,0,0,0,0,0,0.005586592,0,0.008379888,0,0,0,0.036312849,0,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0,0,0,0,0.002793296,0,0,0
-1017,Foy-198,0,0,0,0.980519481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003246753,0,0,0
-1022,Foy-199,0,0,0,0.974842767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012578616,0,0,0,0,0,0,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1029,Foy-200,0,0,0,0.959654179,0,0,0,0,0,0.002881844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002881844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002881844,0,0,0.002881844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020172911,0,0,0,0,0,0,0,0,0,0.008645533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1036,Foy-201,0,0,0,0.984848485,0,0,0,0,0,0,0,0,0,0,0,0,0.003030303,0,0,0,0,0,0,0,0,0,0,0.003030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1041,Foy-202,0,0,0,0.990163934,0,0,0,0,0,0,0,0,0,0,0,0,0.003278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
